emoji,name,url,filename
✅,white heavy check mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/check-mark-button_2705.png,data/white heavy check mark.png
☑️,ballot box with check,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/check-box-with-check_2611-fe0f.png,data/ballot box with check.png
☑,ballot box with check,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/check-box-with-check_2611-fe0f.png,data/ballot box with check.png
✔️,heavy check mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/check-mark_2714-fe0f.png,data/heavy check mark.png
✔,heavy check mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/check-mark_2714-fe0f.png,data/heavy check mark.png
✖️,heavy multiplication x,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/multiply_2716-fe0f.png,data/heavy multiplication x.png
✖,heavy multiplication x,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/multiply_2716-fe0f.png,data/heavy multiplication x.png
❌,cross mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cross-mark_274c.png,data/cross mark.png
❎,cross mark button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cross-mark-button_274e.png,data/cross mark button.png
➕,heavy plus sign,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/plus_2795.png,data/heavy plus sign.png
➖,heavy minus sign,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/minus_2796.png,data/heavy minus sign.png
➗,heavy division sign,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/divide_2797.png,data/heavy division sign.png
➰,curly loop,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/curly-loop_27b0.png,data/curly loop.png
➿,double curly loop,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/double-curly-loop_27bf.png,data/double curly loop.png
〽️,part alternation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/part-alternation-mark_303d-fe0f.png,data/part alternation mark.png
〽,part alternation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/part-alternation-mark_303d-fe0f.png,data/part alternation mark.png
✳️,eight-spoked asterisk,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-spoked-asterisk_2733-fe0f.png,data/eight-spoked asterisk.png
✳,eight-spoked asterisk,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-spoked-asterisk_2733-fe0f.png,data/eight-spoked asterisk.png
✴️,eight-pointed star,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-pointed-star_2734-fe0f.png,data/eight-pointed star.png
✴,eight-pointed star,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/eight-pointed-star_2734-fe0f.png,data/eight-pointed star.png
❇️,sparkle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sparkle_2747-fe0f.png,data/sparkle.png
❇,sparkle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sparkle_2747-fe0f.png,data/sparkle.png
‼️,double exclamation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/double-exclamation-mark_203c-fe0f.png,data/double exclamation mark.png
‼,double exclamation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/double-exclamation-mark_203c-fe0f.png,data/double exclamation mark.png
⁉️,exclamation question mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/exclamation-question-mark_2049-fe0f.png,data/exclamation question mark.png
⁉,exclamation question mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/exclamation-question-mark_2049-fe0f.png,data/exclamation question mark.png
❓,question mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/question-mark_2753.png,data/question mark.png
❔,white question mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-question-mark_2754.png,data/white question mark.png
❕,white exclamation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-exclamation-mark_2755.png,data/white exclamation mark.png
❗,exclamation mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/exclamation-mark_2757.png,data/exclamation mark.png
〰️,wavy dash,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wavy-dash_3030-fe0f.png,data/wavy dash.png
〰,wavy dash,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/wavy-dash_3030-fe0f.png,data/wavy dash.png
©️,copyright,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/copyright_a9-fe0f.png,data/copyright.png
©,copyright,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/copyright_a9-fe0f.png,data/copyright.png
®️,registered,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/registered_ae-fe0f.png,data/registered.png
®,registered,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/registered_ae-fe0f.png,data/registered.png
™️,trade mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/trade-mark_2122-fe0f.png,data/trade mark.png
™,trade mark,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/trade-mark_2122-fe0f.png,data/trade mark.png
#️⃣,keycap: #,NA,data/keycap: #.png
#⃣,keycap: #,NA,data/keycap: #.png
*️⃣,keycap: *,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-asterisk_2a-fe0f-20e3.png,data/keycap: *.png
*⃣,keycap: *,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-asterisk_2a-fe0f-20e3.png,data/keycap: *.png
0️⃣,keycap: 0,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-zero_30-fe0f-20e3.png,data/keycap: 0.png
0⃣,keycap: 0,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-zero_30-fe0f-20e3.png,data/keycap: 0.png
1️⃣,keycap: 1,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-one_31-fe0f-20e3.png,data/keycap: 1.png
1⃣,keycap: 1,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-one_31-fe0f-20e3.png,data/keycap: 1.png
2️⃣,keycap: 2,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-two_32-fe0f-20e3.png,data/keycap: 2.png
2⃣,keycap: 2,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-two_32-fe0f-20e3.png,data/keycap: 2.png
3️⃣,keycap: 3,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-three_33-fe0f-20e3.png,data/keycap: 3.png
3⃣,keycap: 3,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-three_33-fe0f-20e3.png,data/keycap: 3.png
4️⃣,keycap: 4,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-four_34-fe0f-20e3.png,data/keycap: 4.png
4⃣,keycap: 4,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-four_34-fe0f-20e3.png,data/keycap: 4.png
5️⃣,keycap: 5,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-five_35-fe0f-20e3.png,data/keycap: 5.png
5⃣,keycap: 5,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-five_35-fe0f-20e3.png,data/keycap: 5.png
6️⃣,keycap: 6,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-six_36-fe0f-20e3.png,data/keycap: 6.png
6⃣,keycap: 6,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-six_36-fe0f-20e3.png,data/keycap: 6.png
7️⃣,keycap: 7,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-seven_37-fe0f-20e3.png,data/keycap: 7.png
7⃣,keycap: 7,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-seven_37-fe0f-20e3.png,data/keycap: 7.png
8️⃣,keycap: 8,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-eight_38-fe0f-20e3.png,data/keycap: 8.png
8⃣,keycap: 8,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-eight_38-fe0f-20e3.png,data/keycap: 8.png
9️⃣,keycap: 9,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-nine_39-fe0f-20e3.png,data/keycap: 9.png
9⃣,keycap: 9,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-digit-nine_39-fe0f-20e3.png,data/keycap: 9.png
🔟,keycap: 10,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/keycap-10_1f51f.png,data/keycap: 10.png
💯,hundred points,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/hundred-points_1f4af.png,data/hundred points.png
🔠,input latin uppercase,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/input-latin-uppercase_1f520.png,data/input latin uppercase.png
🔡,input latin lowercase,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/input-latin-lowercase_1f521.png,data/input latin lowercase.png
🔢,input numbers,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/input-numbers_1f522.png,data/input numbers.png
🔣,input symbols,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/input-symbols_1f523.png,data/input symbols.png
🔤,input latin letters,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/input-latin-letters_1f524.png,data/input latin letters.png
🅰️,A button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/a-button-blood-type_1f170-fe0f.png,data/A button (blood type).png
🅰,A button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/a-button-blood-type_1f170-fe0f.png,data/A button (blood type).png
🆎,AB button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ab-button-blood-type_1f18e.png,data/AB button (blood type).png
🅱️,B button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/b-button-blood-type_1f171-fe0f.png,data/B button (blood type).png
🅱,B button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/b-button-blood-type_1f171-fe0f.png,data/B button (blood type).png
🆑,CL button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cl-button_1f191.png,data/CL button.png
🆒,COOL button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/cool-button_1f192.png,data/COOL button.png
🆓,FREE button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/free-button_1f193.png,data/FREE button.png
ℹ️,information,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/information_2139-fe0f.png,data/information.png
ℹ,information,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/information_2139-fe0f.png,data/information.png
🆔,ID button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/id-button_1f194.png,data/ID button.png
Ⓜ️,circled M,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/circled-m_24c2-fe0f.png,data/circled M.png
Ⓜ,circled M,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/circled-m_24c2-fe0f.png,data/circled M.png
🆕,NEW button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/new-button_1f195.png,data/NEW button.png
🆖,NG button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ng-button_1f196.png,data/NG button.png
🅾️,O button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/o-button-blood-type_1f17e-fe0f.png,data/O button (blood type).png
🅾,O button (blood type),https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/o-button-blood-type_1f17e-fe0f.png,data/O button (blood type).png
🆗,OK button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/ok-button_1f197.png,data/OK button.png
🅿️,P button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/p-button_1f17f-fe0f.png,data/P button.png
🅿,P button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/p-button_1f17f-fe0f.png,data/P button.png
🆘,SOS button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/sos-button_1f198.png,data/SOS button.png
🆙,UP! button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/up-button_1f199.png,data/UP! button.png
🆚,VS button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/vs-button_1f19a.png,data/VS button.png
🈁,Japanese “here” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-here-button_1f201.png,data/Japanese “here” button.png
🈂️,Japanese “service charge” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-service-charge-button_1f202-fe0f.png,data/Japanese “service charge” button.png
🈂,Japanese “service charge” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-service-charge-button_1f202-fe0f.png,data/Japanese “service charge” button.png
🈷️,Japanese “monthly amount” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-monthly-amount-button_1f237-fe0f.png,data/Japanese “monthly amount” button.png
🈷,Japanese “monthly amount” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-monthly-amount-button_1f237-fe0f.png,data/Japanese “monthly amount” button.png
🈶,Japanese “not free of charge” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-not-free-of-charge-button_1f236.png,data/Japanese “not free of charge” button.png
🈯,Japanese “reserved” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-reserved-button_1f22f.png,data/Japanese “reserved” button.png
🉐,Japanese “bargain” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-bargain-button_1f250.png,data/Japanese “bargain” button.png
🈹,Japanese “discount” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-discount-button_1f239.png,data/Japanese “discount” button.png
🈚,Japanese “free of charge” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-free-of-charge-button_1f21a.png,data/Japanese “free of charge” button.png
🈲,Japanese “prohibited” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-prohibited-button_1f232.png,data/Japanese “prohibited” button.png
🉑,Japanese “acceptable” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-acceptable-button_1f251.png,data/Japanese “acceptable” button.png
🈸,Japanese “application” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-application-button_1f238.png,data/Japanese “application” button.png
🈴,Japanese “passing grade” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-passing-grade-button_1f234.png,data/Japanese “passing grade” button.png
🈳,Japanese “vacancy” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-vacancy-button_1f233.png,data/Japanese “vacancy” button.png
㊗️,Japanese “congratulations” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-congratulations-button_3297-fe0f.png,data/Japanese “congratulations” button.png
㊗,Japanese “congratulations” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-congratulations-button_3297-fe0f.png,data/Japanese “congratulations” button.png
㊙️,Japanese “secret” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-secret-button_3299-fe0f.png,data/Japanese “secret” button.png
㊙,Japanese “secret” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-secret-button_3299-fe0f.png,data/Japanese “secret” button.png
🈺,Japanese “open for business” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-open-for-business-button_1f23a.png,data/Japanese “open for business” button.png
🈵,Japanese “no vacancy” button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/japanese-no-vacancy-button_1f235.png,data/Japanese “no vacancy” button.png
▪️,black small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-small-square_25aa-fe0f.png,data/black small square.png
▪,black small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-small-square_25aa-fe0f.png,data/black small square.png
▫️,white small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-small-square_25ab-fe0f.png,data/white small square.png
▫,white small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-small-square_25ab-fe0f.png,data/white small square.png
◻️,white medium square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-medium-square_25fb-fe0f.png,data/white medium square.png
◻,white medium square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-medium-square_25fb-fe0f.png,data/white medium square.png
◼️,black medium square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-medium-square_25fc-fe0f.png,data/black medium square.png
◼,black medium square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-medium-square_25fc-fe0f.png,data/black medium square.png
◽,white medium-small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-medium-small-square_25fd.png,data/white medium-small square.png
◾,black medium-small square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-medium-small-square_25fe.png,data/black medium-small square.png
⬛,black large square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-large-square_2b1b.png,data/black large square.png
⬜,white large square,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-large-square_2b1c.png,data/white large square.png
🔶,large orange diamond,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/large-orange-diamond_1f536.png,data/large orange diamond.png
🔷,large blue diamond,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/large-blue-diamond_1f537.png,data/large blue diamond.png
🔸,small orange diamond,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/small-orange-diamond_1f538.png,data/small orange diamond.png
🔹,small blue diamond,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/small-blue-diamond_1f539.png,data/small blue diamond.png
🔺,red triangle pointed up,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-triangle-pointed-up_1f53a.png,data/red triangle pointed up.png
🔻,red triangle pointed down,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/red-triangle-pointed-down_1f53b.png,data/red triangle pointed down.png
💠,diamond with a dot,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/diamond-with-a-dot_1f4a0.png,data/diamond with a dot.png
🔘,radio button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/radio-button_1f518.png,data/radio button.png
🔲,black square button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-square-button_1f532.png,data/black square button.png
🔳,white square button,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-square-button_1f533.png,data/white square button.png
⚪,white circle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-circle_26aa.png,data/white circle.png
⚫,black circle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-circle_26ab.png,data/black circle.png
🔴,red circle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/large-red-circle_1f534.png,data/red circle.png
🔵,blue circle,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/large-blue-circle_1f535.png,data/blue circle.png
🏁,chequered flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/chequered-flag_1f3c1.png,data/chequered flag.png
🚩,triangular flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/triangular-flag_1f6a9.png,data/triangular flag.png
🎌,crossed flags,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/crossed-flags_1f38c.png,data/crossed flags.png
🏴,black flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/black-flag_1f3f4.png,data/black flag.png
🏳️,white flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-flag_1f3f3-fe0f.png,data/white flag.png
🏳,white flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/white-flag_1f3f3-fe0f.png,data/white flag.png
🏳️‍🌈,rainbow flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow-flag_1f3f3-fe0f-200d-1f308.png,data/rainbow flag.png
🏳‍🌈,rainbow flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/rainbow-flag_1f3f3-fe0f-200d-1f308.png,data/rainbow flag.png
🏴‍☠️,pirate flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pirate-flag_1f3f4-200d-2620-fe0f.png,data/pirate flag.png
🏴‍☠,pirate flag,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/pirate-flag_1f3f4-200d-2620-fe0f.png,data/pirate flag.png
🇦🇨,Ascension Island,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-ascension-island_1f1e6-1f1e8.png,data/Ascension Island.png
🇦🇩,Andorra,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-andorra_1f1e6-1f1e9.png,data/Andorra.png
🇦🇪,United Arab Emirates,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-united-arab-emirates_1f1e6-1f1ea.png,data/United Arab Emirates.png
🇦🇫,Afghanistan,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-afghanistan_1f1e6-1f1eb.png,data/Afghanistan.png
🇦🇬,Antigua & Barbuda,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-antigua-barbuda_1f1e6-1f1ec.png,data/Antigua & Barbuda.png
🇦🇮,Anguilla,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-anguilla_1f1e6-1f1ee.png,data/Anguilla.png
🇦🇱,Albania,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-albania_1f1e6-1f1f1.png,data/Albania.png
🇦🇲,Armenia,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-armenia_1f1e6-1f1f2.png,data/Armenia.png
🇦🇴,Angola,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-angola_1f1e6-1f1f4.png,data/Angola.png
🇦🇶,Antarctica,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-antarctica_1f1e6-1f1f6.png,data/Antarctica.png
🇦🇷,Argentina,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-argentina_1f1e6-1f1f7.png,data/Argentina.png
🇦🇸,American Samoa,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-american-samoa_1f1e6-1f1f8.png,data/American Samoa.png
🇦🇹,Austria,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-austria_1f1e6-1f1f9.png,data/Austria.png
🇦🇺,Australia,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-australia_1f1e6-1f1fa.png,data/Australia.png
🇦🇼,Aruba,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-aruba_1f1e6-1f1fc.png,data/Aruba.png
🇦🇽,Åland Islands,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-aland-islands_1f1e6-1f1fd.png,data/Åland Islands.png
🇦🇿,Azerbaijan,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-azerbaijan_1f1e6-1f1ff.png,data/Azerbaijan.png
🇧🇦,Bosnia & Herzegovina,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-bosnia-herzegovina_1f1e7-1f1e6.png,data/Bosnia & Herzegovina.png
🇧🇧,Barbados,https://emojipedia-us.s3.dualstack.us-west-1.amazonaws.com/thumbs/120/apple/271/flag-barbados_1f1e7-1f1e7.png,data/Barbados.png
